Canal,Treatment,Transect,Substrate,Bottle,Event,Date,Biomass_per_Area,TSS.mgmL,Ext.Coeff,PAR.30da,AQI.30da,PM.30da,SpC.uS.cm.,pH,Temp.30da,o.Phosphate.ug.L.PW,Ammonium.mg.L.PW,Fluoride.ppb.PW,Nitrite.ppb.PW,Bromide.ppb.PW,Nitrate.ppb.PW,TDC.mg.L.PW,DOC.mg.L.PW,TDN.ug.L.PW,o.Phosphate.ug.L.SW,Ammonium.mg.L.SW,Fluoride.ppb.SW,Nitrite.ppb.SW,Bromide.ppb.SW,Nitrate.ppb.SW,TDC.mg.L.SW,DOC.mg.L.SW,TDN.ug.L.SW,Flow.cms.30da,Sed.Bulk.Density.g.mL.,Sed.PercentOM,Sed.pH,GPP.mg.per.g.per.hr,CR.mg.per.g.per.hr,WinklerTotalSed.g,WinklerSedOM.g,WinklerSedPerOM
UL,NA,3,Sed,39B,2,6/21/2021,17.91500565,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.5074,3.93,6.98,NA,1.372782599,26.74,0.83,3.103964099
UL,NA,3,Sed,39C,2,6/21/2021,17.91500565,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.5074,3.93,6.98,NA,1.689263158,27.41,0.84,3.064574973
UL,NA,3,Sed,66A,1,5/24/2021,5.369897431,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.6348,1.71,6.66,NA,2.247791114,41.92,0.54,1.288167939
UL,NA,3,Sed,66B,1,5/24/2021,5.369897431,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.6348,1.71,6.66,NA,2.083821284,47.68,0.65,1.363255034
UL,NA,3,Sed,66C,1,5/24/2021,5.369897431,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.6348,1.71,6.66,NA,0.790302609,46.01,0.58,1.260595523
UL,NA,4,Plant,92A,2,6/21/2021,12.5418395,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,NA,NA,NA,1.686432159,1.997437437,NA,NA,NA
UL,NA,4,Plant,92B,2,6/21/2021,12.5418395,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,NA,NA,NA,1.418689442,1.576824736,NA,NA,NA
UL,NA,4,Plant,92C,2,6/21/2021,12.5418395,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,NA,NA,NA,0.425704438,1.723253106,NA,NA,NA
UL,NA,4,Sed,69A,1,5/24/2021,4.359624006,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.535,1.46,7.2,NA,2.103744431,11.6,0.32,2.75862069
UL,NA,4,Sed,69B,1,5/24/2021,4.359624006,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.535,1.46,7.2,NA,1.656661822,18.71,0.4,2.137894174
UL,NA,4,Sed,69C,1,5/24/2021,4.359624006,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.535,1.46,7.2,NA,1.487251102,24.82,0.51,2.054794521
UL,NA,4,NA,NA,3,7/27/2021,41.13508998,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,NA,NA,NA,NA,NA,NA,NA,NA
UL,NA,5,Sed,151A,3,7/27/2021,1.75133124,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.6944,1.93,6.63,NA,1.414488906,47.53,0.86,1.809383547
UL,NA,5,Sed,151B,3,7/27/2021,1.75133124,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.6944,1.93,6.63,NA,1.632151361,51.69,0.75,1.450957632
UL,NA,5,Sed,151C,3,7/27/2021,1.75133124,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.6944,1.93,6.63,NA,1.341151608,53.37,0.82,1.536443695
UL,NA,5,Sed,76A,1,5/24/2021,2.588812502,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.709,1.43,7.27,NA,0.731323743,54.35,0.68,1.251149954
UL,NA,5,Sed,76B,1,5/24/2021,2.588812502,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.709,1.43,7.27,NA,0.78916515,42.78,0.52,1.215521272
UL,NA,5,Sed,76C,1,5/24/2021,2.588812502,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.709,1.43,7.27,NA,0.847751227,42.86,0.56,1.306579561
UL,NA,5,NA,NA,2,6/21/2021,12.3118549,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,NA,NA,NA,NA,NA,NA,NA,NA
UL,NA,6,Plant,109A,3,7/27/2021,2.751724386,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.2902,6.01,7.28,1.723814251,1.123988791,NA,NA,NA
UL,NA,6,Plant,109B,3,7/27/2021,2.751724386,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.2902,6.01,7.28,1.681672052,1.227930921,NA,NA,NA
UL,NA,6,Plant,109C,3,7/27/2021,2.751724386,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.2902,6.01,7.28,1.449317043,NA,NA,NA,NA
UL,NA,6,Plant,78A,2,6/21/2021,14.60859898,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.8734,1.17,6.92,0.922598604,1.627939001,NA,NA,NA
UL,NA,6,Plant,78B,2,6/21/2021,14.60859898,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.8734,1.17,6.92,0.357913826,1.87682241,NA,NA,NA
UL,NA,6,Plant,78C,2,6/21/2021,14.60859898,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.8734,1.17,6.92,0.743085694,1.322153514,NA,NA,NA
UL,NA,6,Sed,42A,2,6/21/2021,14.60859898,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.8734,1.17,6.92,NA,1.112371353,57.47,0.58,1.009222203
UL,NA,6,Sed,42B,2,6/21/2021,14.60859898,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.8734,1.17,6.92,NA,0.840842755,60.43,0.71,1.174913123
UL,NA,6,Sed,42C,2,6/21/2021,14.60859898,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.8734,1.17,6.92,NA,1.366248649,59.67,0.6,1.005530417
UL,NA,6,Sed,61A,1,5/24/2021,3.66266467,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.7162,1.25,7.3,NA,1.216089294,49.37,0.55,1.114036864
UL,NA,6,Sed,61B,1,5/24/2021,3.66266467,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.7162,1.25,7.3,NA,0.803039916,45.42,0.49,1.078819903
UL,NA,6,Sed,61C,1,5/24/2021,3.66266467,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.7162,1.25,7.3,NA,1.514691923,52.02,0.49,0.941945406
UL,NA,6,Sed,99A,3,7/27/2021,2.751724386,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.2902,6.01,7.28,NA,1.392731742,15.67,0.89,5.679642629
UL,NA,6,Sed,99B,3,7/27/2021,2.751724386,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.2902,6.01,7.28,NA,1.353155027,17.2,0.94,5.465116279
UL,NA,6,Sed,99C,3,7/27/2021,2.751724386,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.2902,6.01,7.28,NA,1.662427731,15.34,0.74,4.82398957
UL,NA,7,Plant,53A,1,5/24/2021,4.106495055,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.8018,0.94,6.95,3.043192004,1.286971349,NA,NA,NA
UL,NA,7,Plant,53B,1,5/24/2021,4.106495055,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.8018,0.94,6.95,1.451944818,0.402083053,NA,NA,NA
UL,NA,7,Plant,53C,1,5/24/2021,4.106495055,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.8018,0.94,6.95,2.018431562,1.391926219,NA,NA,NA
UL,NA,7,Plant,94A,2,6/21/2021,7.080715223,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,NA,NA,NA,0.561727556,1.747806137,NA,NA,NA
UL,NA,7,Plant,94B,2,6/21/2021,7.080715223,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,NA,NA,NA,0,2.090719644,NA,NA,NA
UL,NA,7,Plant,94C,2,6/21/2021,7.080715223,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,NA,NA,NA,0.888915085,2.240399955,NA,NA,NA
UL,NA,7,Sed,52A,1,5/24/2021,4.106495055,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.8018,0.94,6.95,NA,1.219166609,66.23,0.36,0.54356032
UL,NA,7,Sed,52B,1,5/24/2021,4.106495055,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.8018,0.94,6.95,NA,1.265377944,69.37,0.35,0.504540868
UL,NA,7,Sed,52C,1,5/24/2021,4.106495055,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,1.8018,0.94,6.95,NA,1.188836666,66.84,0.4,0.598444045
UL,NA,7,NA,NA,3,7/27/2021,18.95876244,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,NA,NA,NA,NA,NA,NA,NA,NA
UL,NA,8,Plant,152A,3,7/27/2021,22.1956189,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.8338,0.59,7.27,1.238801258,1.235149656,NA,NA,NA
UL,NA,8,Plant,152B,3,7/27/2021,22.1956189,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.8338,0.59,7.27,1.315429727,1.39840624,NA,NA,NA
UL,NA,8,Plant,152C,3,7/27/2021,22.1956189,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.8338,0.59,7.27,1.144882672,1.24485395,NA,NA,NA
UL,NA,8,Sed,127A,3,7/27/2021,22.1956189,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.8338,0.59,7.27,NA,1.094290756,63.06,0.18,0.285442436
UL,NA,8,Sed,127B,3,7/27/2021,22.1956189,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.8338,0.59,7.27,NA,1.085832962,60.99,0.19,0.31152648
UL,NA,8,Sed,127C,3,7/27/2021,22.1956189,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.8338,0.59,7.27,NA,1.1359375,61.42,0.2,0.325626832
UL,NA,8,Sed,8A,2,6/21/2021,8.506824108,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.9576,0.48,7.26,NA,0.593269841,69.5,0.28,0.402877698
UL,NA,8,Sed,8B,2,6/21/2021,8.506824108,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.9576,0.48,7.26,NA,0.996659341,64.44,0.26,0.403476102
UL,NA,8,Sed,8C,2,6/21/2021,8.506824108,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.9576,0.48,7.26,NA,1.117453608,68.58,0.24,0.349956255
UL,NA,8,NA,NA,1,5/24/2021,2.98103694,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,NA,NA,NA,NA,NA,NA,NA,NA
UL,NA,9,Plant,72A,1,5/24/2021,4.07259569,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,NA,NA,NA,1.666943381,0.901302093,NA,NA,NA
UL,NA,9,Plant,72B,1,5/24/2021,4.07259569,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,NA,NA,NA,2.18486403,0.934736313,NA,NA,NA
UL,NA,9,Plant,72C,1,5/24/2021,4.07259569,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,NA,NA,NA,0.189161681,0.27093293,NA,NA,NA
UL,NA,9,Sed,67A,2,6/21/2021,9.39763434,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.9696,1.06,7.4,NA,1.257358691,67.16,0.57,0.848719476
UL,NA,9,Sed,67B,2,6/21/2021,9.39763434,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.9696,1.06,7.4,NA,0.975637795,60.3,0.52,0.862354892
UL,NA,9,Sed,67C,2,6/21/2021,9.39763434,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,1.9696,1.06,7.4,NA,1.902494983,48.33,0.39,0.806952204
UL,NA,9,NA,NA,3,7/27/2021,4.664229784,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,NA,NA,NA,NA,NA,NA,NA,NA
UL,NA,10,Plant,128A,3,7/27/2021,11.68795903,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.928,0.73,7.5,1.217520953,1.294117381,NA,NA,NA
UL,NA,10,Plant,128B,3,7/27/2021,11.68795903,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.928,0.73,7.5,0.812148321,1.183887353,NA,NA,NA
UL,NA,10,Plant,128C,3,7/27/2021,11.68795903,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.928,0.73,7.5,0.812764494,NA,NA,NA,NA
UL,NA,10,Plant,62A,1,5/24/2021,3.580337458,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,NA,NA,NA,2.553676373,0.909717457,NA,NA,NA
UL,NA,10,Plant,62B,1,5/24/2021,3.580337458,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,NA,NA,NA,4.543735246,2.224952083,NA,NA,NA
